row_num,order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,price,datetime,country,city,eommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
2204,11096,23,Folk och fÃƒÆ’Ã‚Â¤ HB,41,Jack's New England Clam Chowder,Seafood,Card,7.7,3/26/2022 9:01,Sweden,Bräcke,internationalfoodshop.com,INTGFD23DB3C428,Y,
3658,11660,23,Folk och fÃƒÆ’Ã‚Â¤ HB,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,5/26/2022 2:20,Sweden,Bräcke,yummybazaar.com,INTGFD23DB3C710,Y,
4081,11824,23,Folk och fÃƒÆ’Ã‚Â¤ HB,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,7/11/2022 6:05,Sweden,Bräcke,globalfood.com,INTGFD23DB3C792,N,Transaction Cancelled
4359,11932,23,Folk och fÃƒÆ’Ã‚Â¤ HB,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,4/24/2022 14:26,Sweden,Bräcke,yummybazaar.com,INTGFD23DB3C846,Y,
5813,12496,23,Folk och fÃƒÆ’Ã‚Â¤ HB,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,10/2/2021 3:35,Sweden,Bräcke,globalfood.com,INTGFD23DB3C1128,N,Transaction Cancelled
6236,12660,23,Folk och fÃƒÆ’Ã‚Â¤ HB,41,Jack's New England Clam Chowder,Seafood,Card,9.65,10/8/2021 16:23,Sweden,Bräcke,globalfood.com,INTGFD23DB3C1210,Y,
6514,12768,23,Folk och fÃƒÆ’Ã‚Â¤ HB,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,7.7,12/11/2021 20:50,Sweden,Bräcke,internationalfoodshop.com,INTGFD23DB3C1264,Y,
7968,13332,23,Folk och fÃƒÆ’Ã‚Â¤ HB,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,9/8/2021 21:56,Sweden,Bräcke,amazon.com,INTGFD23DB3C258,Y,
8391,13496,23,Folk och fÃƒÆ’Ã‚Â¤ HB,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,8/21/2021 10:10,Sweden,Bräcke,yummybazaar.com,INTGFD23DB3C340,Y,
8669,13604,23,Folk och fÃƒÆ’Ã‚Â¤ HB,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,7.7,8/17/2021 9:50,Sweden,Bräcke,internationalfoodshop.com,INTGFD23DB3C394,Y,
1089,10791,24,Frankenversand,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,4/12/2022 4:47,Germany,Mannheim,yummybazaar.com,INTGFD23DB3C264,N,Bank Declined
3579,11629,24,Frankenversand,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,5/23/2022 1:28,Germany,Mannheim,yummybazaar.com,INTGFD23DB3C695,N,Bank Declined
5734,12465,24,Frankenversand,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,10/8/2021 11:20,Germany,Mannheim,amazon.com,INTGFD23DB3C1113,Y,
7889,13301,24,Frankenversand,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,8/21/2021 6:36,Germany,Mannheim,internationalfood.com,INTGFD23DB3C243,Y,
1082,10685,30,Gourmet Lanchonetes,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,3/20/2022 20:36,Brazil,Campinas,amazon.com,INTGFD23DB3C91,Y,
3304,11523,30,Gourmet Lanchonetes,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,3/6/2022 4:52,Brazil,Campinas,globalfood.com,INTGFD23DB3D4460,Y,
5459,12359,30,Gourmet Lanchonetes,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,11/16/2021 3:13,Brazil,Campinas,internationalfood.com,INTGFD23DB3D7386,Y,
7614,13194,30,Gourmet Lanchonetes,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,11/22/2021 6:32,Brazil,Campinas,amazon.com,INTGFD23DB3D1289,N,Transaction Cancelled
9769,14030,30,Gourmet Lanchonetes,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,1/7/2022 15:11,Brazil,Campinas,globalfood.com,INTGFD23DB3D4215,Y,
1062,10250,33,Hanari Carnes,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,1/28/2022 1:28,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3C328,Y,
2161,11079,33,Hanari Carnes,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,6/17/2022 12:51,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D2906,Y,
4316,11915,33,Hanari Carnes,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,4/23/2022 0:23,Brazil,Rio de Janeiro,globalfood.com,INTGFD23DB3D5832,Y,
6471,12751,33,Hanari Carnes,41,Jack's New England Clam Chowder,Seafood,Card,7.7,8/2/2021 4:49,Brazil,Rio de Janeiro,yummybazaar.com,INTGFD23DB3D8758,Y,
8626,13587,33,Hanari Carnes,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,12/15/2021 20:52,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D2668,Y,
8733,13628,33,Hanari Carnes,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,1/28/2021 1:28,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3D998,Y,
1095,10901,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,41,Jack's New England Clam Chowder,Seafood,Card,9.65,7/6/2022 14:55,Venezuela,San Cristobal,yummybazaar.com,INTGFD23DB3D2311,Y,
1098,10960,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,3/26/2022 8:20,Venezuela,San Cristobal,amazon.com,INTGFD23DB3D1597,Y,
3859,11738,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,41,Jack's New England Clam Chowder,Seafood,Card,9.65,2/15/2022 10:56,Venezuela,San Cristobal,yummybazaar.com,INTGFD23DB3D5209,Y,
4001,11793,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,41,Jack's New England Clam Chowder,Seafood,Card,9.65,2/12/2022 22:11,Venezuela,San Cristobal,internationalfoodshop.com,INTGFD23DB3C777,Y,
6014,12574,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,8/3/2021 18:01,Venezuela,San Cristobal,amazon.com,INTGFD23DB3D8135,Y,
6156,12629,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,11/28/2021 18:05,Venezuela,San Cristobal,amazon.com,INTGFD23DB3C1195,Y,
8169,13410,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,9/12/2021 4:46,Venezuela,San Cristobal,yummybazaar.com,INTGFD23DB3D2045,Y,
8311,13465,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,12/17/2021 5:07,Venezuela,San Cristobal,internationalfoodshop.com,INTGFD23DB3C325,Y,
1073,10516,36,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,4/26/2022 15:37,Ireland,Cork,yummybazaar.com,INTGFD23DB3C176,Y,
1104,11063,36,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,Seafood,Card,9.65,2/5/2022 21:12,Ireland,Cork,amazon.com,INTGFD23DB3D2066,Y,
2863,11352,36,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,Seafood,Card,9.65,4/14/2022 10:40,Ireland,Cork,internationalfoodshop.com,INTGFD23DB3C556,Y,
4251,11890,36,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,6/6/2022 22:56,Ireland,Cork,amazon.com,INTGFD23DB3D5741,Y,
5018,12188,36,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,Seafood,Card,9.65,9/20/2021 11:44,Ireland,Cork,internationalfoodshop.com,INTGFD23DB3C974,Y,
6406,12726,36,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,8/5/2021 19:00,Ireland,Cork,amazon.com,INTGFD23DB3D8667,Y,
7173,13023,36,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,11/12/2021 21:28,Ireland,Cork,yummybazaar.com,INTGFD23DB3D694,Y,
8561,13562,36,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,9/1/2021 6:56,Ireland,Cork,yummybazaar.com,INTGFD23DB3D2577,Y,
9328,13859,36,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,8/3/2021 15:07,Ireland,Cork,internationalfoodshop.com,INTGFD23DB3D3620,Y,
1066,10318,37,Island Trading,41,Jack's New England Clam Chowder,Seafood,Card,7.7,6/3/2022 12:28,UK,Cowes,yummybazaar.com,INTGFD23DB3D2276,Y,
2341,11149,37,Island Trading,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,4/2/2022 0:52,UK,Cowes,globalfood.com,INTGFD23DB3C455,Y,
4496,11985,37,Island Trading,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,6/26/2022 11:56,UK,Cowes,internationalfoodshop.com,INTGFD23DB3C873,Y,
6651,12821,37,Island Trading,41,Jack's New England Clam Chowder,Seafood,Card,7.7,9/25/2021 4:44,UK,Cowes,internationalfood.com,INTGFD23DB3C1291,Y,
8806,13657,37,Island Trading,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,10/11/2021 19:56,UK,Cowes,internationalfoodshop.com,INTGFD23DB3C421,Y,
1099,10973,39,La corne d'abondance,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,3/19/2022 14:50,France,Versailles,amazon.com,INTGFD23DB3C248,Y,
4028,11804,39,La corne d'abondance,41,Jack's New England Clam Chowder,Seafood,UPI,9.65,4/21/2022 13:14,France,Versailles,globalfood.com,INTGFD23DB3C782,Y,
6183,12639,39,La corne d'abondance,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,9/6/2021 11:24,France,Versailles,globalfood.com,INTGFD23DB3D8366,Y,
8338,13475,39,La corne d'abondance,41,Jack's New England Clam Chowder,Seafood,UPI,9.65,9/17/2021 21:15,France,Versailles,internationalfoodshop.com,INTGFD23DB3D2276,Y,
1072,10495,41,Laughing Bacchus Wine Cellars,41,Jack's New England Clam Chowder,Seafood,Card,7.7,5/26/2022 3:08,Canada,Vancouver,internationalfoodshop.com,INTGFD23DB3C219,Y,
2809,11331,41,Laughing Bacchus Wine Cellars,41,Jack's New England Clam Chowder,Seafood,Card,7.7,2/21/2022 6:04,Canada,Vancouver,internationalfood.com,INTGFD23DB3D3788,Y,
4964,12167,41,Laughing Bacchus Wine Cellars,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,7/18/2021 12:25,Canada,Vancouver,internationalfoodshop.com,INTGFD23DB3D6714,Y,
7119,13002,41,Laughing Bacchus Wine Cellars,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,7.7,8/11/2021 8:43,Canada,Vancouver,internationalfoodshop.com,INTGFD23DB3D617,N,Out of Stock
9274,13838,41,Laughing Bacchus Wine Cellars,41,Jack's New England Clam Chowder,Seafood,UPI,7.7,11/22/2021 8:02,Canada,Vancouver,internationalfoodshop.com,INTGFD23DB3D3543,Y,
1103,11014,46,LINO-Delicateses,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,1/18/2022 22:53,Venezuela,I. de Margarita,yummybazaar.com,INTGFD23DB3C336,Y,
4136,11845,46,LINO-Delicateses,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,9.65,3/1/2022 21:21,Venezuela,I. de Margarita,amazon.com,INTGFD23DB3C803,Y,
6291,12681,46,LINO-Delicateses,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,9/11/2021 8:36,Venezuela,I. de Margarita,internationalfoodshop.com,INTGFD23DB3C1221,N,Out of Stock
8446,13517,46,LINO-Delicateses,41,Jack's New England Clam Chowder,Seafood,Card,9.65,10/12/2021 13:42,Venezuela,I. de Margarita,internationalfoodshop.com,INTGFD23DB3C351,N,Out of Stock
1092,10818,48,Magazzini Alimentari Riuniti,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,2/27/2022 7:37,Italy,Bergamo,yummybazaar.com,INTGFD23DB3D1996,N,Out of Stock
3646,11655,48,Magazzini Alimentari Riuniti,41,Jack's New England Clam Chowder,Seafood,Card,9.65,7/25/2022 4:07,Italy,Bergamo,amazon.com,INTGFD23DB3D4922,Y,
5801,12491,48,Magazzini Alimentari Riuniti,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,7/19/2021 11:27,Italy,Bergamo,internationalfood.com,INTGFD23DB3D7848,Y,
7956,13327,48,Magazzini Alimentari Riuniti,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,10/21/2021 17:48,Italy,Bergamo,amazon.com,INTGFD23DB3D1758,Y,
1063,10260,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,5/25/2022 21:06,Germany,Kaefer,internationalfoodshop.com,INTGFD23DB3C329,Y,
1078,10580,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Card,9.65,1/5/2022 5:17,Germany,Kaefer,yummybazaar.com,INTGFD23DB3C139,Y,
1102,10999,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,7/10/2022 4:06,Germany,Kaefer,amazon.com,INTGFD23DB3D2318,Y,
2190,11091,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,UPI,7.7,4/9/2022 15:53,Germany,Kaefer,internationalfood.com,INTGFD23DB3D2948,Y,
3046,11423,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,6/13/2022 20:50,Germany,Kaefer,amazon.com,INTGFD23DB3D4110,Y,
4093,11829,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,4/27/2022 8:36,Germany,Kaefer,internationalfoodshop.com,INTGFD23DB3C795,Y,
4345,11927,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,6/24/2022 0:43,Germany,Kaefer,internationalfoodshop.com,INTGFD23DB3D5874,Y,
5201,12259,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,UPI,9.65,12/4/2021 1:47,Germany,Kaefer,amazon.com,INTGFD23DB3D7036,N,Out of Stock
6248,12665,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Card,9.65,9/5/2021 7:15,Germany,Kaefer,yummybazaar.com,INTGFD23DB3C1213,Y,
6500,12762,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,9/12/2021 6:34,Germany,Kaefer,yummybazaar.com,INTGFD23DB3D8793,Y,
7356,13094,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,11/2/2021 1:42,Germany,Kaefer,internationalfoodshop.com,INTGFD23DB3D939,Y,
8403,13501,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,7/4/2021 19:18,Germany,Kaefer,internationalfoodshop.com,INTGFD23DB3C343,Y,
8655,13598,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,7/8/2021 20:17,Germany,Kaefer,internationalfoodshop.com,INTGFD23DB3D2703,N,Transaction Cancelled
8762,13638,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,5/25/2021 21:06,Germany,Kaefer,internationalfoodshop.com,INTGFD23DB3F329,Y,
9511,13930,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,9.65,8/12/2021 12:10,Germany,Kaefer,internationalfood.com,INTGFD23DB3D3865,Y,
1086,10747,57,Piccolo und mehr,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,4/21/2022 2:34,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3D1954,Y,
3469,11587,57,Piccolo und mehr,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,5/14/2022 11:12,Austria,Salzburg,internationalfood.com,INTGFD23DB3D4684,Y,
5624,12423,57,Piccolo und mehr,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,11/21/2021 20:51,Austria,Salzburg,globalfood.com,INTGFD23DB3D7610,Y,
7779,13258,57,Piccolo und mehr,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,12/15/2021 9:21,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3D1513,Y,
9934,14094,57,Piccolo und mehr,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,4/11/2022 19:06,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3D4439,Y,
1069,10379,59,Que DelÃƒÆ’Ã‚Â­cia,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,7.7,1/27/2022 17:15,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3C330,Y,
1100,10989,59,Que DelÃƒÆ’Ã‚Â­cia,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,2/4/2022 20:58,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D428,Y,
2500,11211,59,Que DelÃƒÆ’Ã‚Â­cia,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,7.7,2/15/2022 16:07,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3D3368,Y,
4071,11820,59,Que DelÃƒÆ’Ã‚Â­cia,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,7/21/2022 13:27,Brazil,Rio de Janeiro,yummybazaar.com,INTGFD23DB3C790,Y,
4655,12047,59,Que DelÃƒÆ’Ã‚Â­cia,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,12/5/2021 21:28,Brazil,Rio de Janeiro,internationalfood.com,INTGFD23DB3D6294,Y,
6226,12656,59,Que DelÃƒÆ’Ã‚Â­cia,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,7/22/2021 15:53,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3C1208,N,Bank Declined
6810,12883,59,Que DelÃƒÆ’Ã‚Â­cia,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,10/19/2021 3:18,Brazil,Rio de Janeiro,yummybazaar.com,INTGFD23DB3D204,Y,
8381,13492,59,Que DelÃƒÆ’Ã‚Â­cia,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,8/16/2021 15:56,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3C338,Y,
8965,13718,59,Que DelÃƒÆ’Ã‚Â­cia,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,7.7,10/11/2021 21:53,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D3123,Y,
1065,10316,63,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,7/19/2022 6:04,USA,Albuquerque,globalfood.com,INTGFD23DB3D2269,Y,
1108,11077,63,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,5/17/2022 21:24,USA,Albuquerque,amazon.com,INTGFD23DB3D274,Y,
2338,11148,63,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,7.7,1/6/2022 8:10,USA,Albuquerque,internationalfoodshop.com,INTGFD23DB3C454,Y,
4301,11909,63,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,6/10/2022 0:09,USA,Albuquerque,yummybazaar.com,INTGFD23DB3C835,N,Transaction Cancelled
4493,11984,63,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,Seafood,Card,7.7,5/3/2022 11:00,USA,Albuquerque,internationalfoodshop.com,INTGFD23DB3C872,Y,
6456,12745,63,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,8/1/2021 2:24,USA,Albuquerque,internationalfoodshop.com,INTGFD23DB3C1253,Y,
6648,12820,63,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,9/17/2021 7:01,USA,Albuquerque,yummybazaar.com,INTGFD23DB3C1290,N,Bank Declined
8611,13581,63,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,Seafood,Card,9.65,12/9/2021 17:21,USA,Albuquerque,internationalfoodshop.com,INTGFD23DB3C383,Y,
8803,13656,63,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,Seafood,Internet Banking,7.7,9/25/2021 12:12,USA,Albuquerque,internationalfood.com,INTGFD23DB3C420,N,Out of Stock
1079,10655,64,Reggiani Caseifici,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,6/1/2022 9:02,Italy,Reggio Emilia,globalfood.com,INTGFD23DB3D2290,N,Out of Stock
3225,11492,64,Reggiani Caseifici,41,Jack's New England Clam Chowder,Seafood,Card,9.65,2/7/2022 15:27,Italy,Reggio Emilia,amazon.com,INTGFD23DB3C626,Y,
5380,12328,64,Reggiani Caseifici,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,12/8/2021 19:52,Italy,Reggio Emilia,yummybazaar.com,INTGFD23DB3C1044,N,Bank Declined
7535,13164,64,Reggiani Caseifici,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,7/14/2021 9:38,Italy,Reggio Emilia,yummybazaar.com,INTGFD23DB3C174,Y,
9690,14000,64,Reggiani Caseifici,41,Jack's New England Clam Chowder,Seafood,Card,9.65,6/18/2022 5:10,Italy,Reggio Emilia,yummybazaar.com,INTGFD23DB3C592,Y,
1097,10951,66,Richter Supermarkt,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,5/26/2022 5:48,Switzerland,Geneva,globalfood.com,INTGFD23DB3D2031,Y,
3979,11785,66,Richter Supermarkt,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,1/5/2022 5:13,Switzerland,Geneva,internationalfoodshop.com,INTGFD23DB3C773,N,Transaction Cancelled
6134,12620,66,Richter Supermarkt,41,Jack's New England Clam Chowder,Seafood,Card,9.65,9/23/2021 7:13,Switzerland,Geneva,internationalfood.com,INTGFD23DB3C1190,Y,
8289,13456,66,Richter Supermarkt,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,8/18/2021 3:12,Switzerland,Geneva,amazon.com,INTGFD23DB3C320,N,Transaction Cancelled
1096,10909,68,SantÃƒÆ’Ã‚Â© Gourmet,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,6/3/2022 14:49,Norway,Stavern,internationalfoodshop.com,INTGFD23DB3C72,Y,
3875,11744,68,SantÃƒÆ’Ã‚Â© Gourmet,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,3/13/2022 22:26,Norway,Stavern,amazon.com,INTGFD23DB3C752,Y,
6030,12580,68,SantÃƒÆ’Ã‚Â© Gourmet,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,7/8/2021 21:02,Norway,Stavern,globalfood.com,INTGFD23DB3C1170,Y,
8185,13416,68,SantÃƒÆ’Ã‚Â© Gourmet,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,9/20/2021 10:20,Norway,Stavern,amazon.com,INTGFD23DB3C300,Y,
1080,10657,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Card,9.65,4/25/2022 0:28,USA,Boise,globalfood.com,INTGFD23DB3D981,Y,
1081,10678,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,9.65,1/4/2022 16:24,USA,Boise,amazon.com,INTGFD23DB3C118,Y,
1083,10711,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,3/18/2022 22:33,USA,Boise,globalfood.com,INTGFD23DB3D1303,Y,
1105,11064,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,3/27/2022 16:28,USA,Boise,internationalfood.com,INTGFD23DB3D1177,N,Transaction Cancelled
3230,11494,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,6/17/2022 11:29,USA,Boise,internationalfoodshop.com,INTGFD23DB3D4355,Y,
3287,11516,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,UPI,9.65,6/20/2022 7:24,USA,Boise,internationalfood.com,INTGFD23DB3C638,Y,
3376,11551,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,UPI,9.65,1/19/2022 7:22,USA,Boise,amazon.com,INTGFD23DB3D4558,Y,
4253,11891,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Card,9.65,6/28/2022 3:40,USA,Boise,amazon.com,INTGFD23DB3D5748,Y,
5385,12330,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Card,9.65,12/7/2021 20:56,USA,Boise,yummybazaar.com,INTGFD23DB3D7281,Y,
5442,12352,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,12/11/2021 15:30,USA,Boise,internationalfood.com,INTGFD23DB3C1056,Y,
5531,12387,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,7/10/2021 18:19,USA,Boise,internationalfood.com,INTGFD23DB3D7484,N,Out of Stock
6408,12727,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Card,9.65,11/3/2021 22:26,USA,Boise,amazon.com,INTGFD23DB3D8674,Y,
7540,13166,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,8/16/2021 17:56,USA,Boise,yummybazaar.com,INTGFD23DB3D1191,Y,
7597,13188,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,11/6/2021 8:13,USA,Boise,internationalfoodshop.com,INTGFD23DB3C186,Y,
7686,13222,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,9/8/2021 13:35,USA,Boise,amazon.com,INTGFD23DB3D1387,Y,
8563,13563,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,11/19/2021 2:20,USA,Boise,globalfood.com,INTGFD23DB3D2584,N,Bank Declined
9695,14002,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,2/2/2022 17:03,USA,Boise,amazon.com,INTGFD23DB3D4117,Y,
9752,14024,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Wire Transfer,9.65,7/7/2022 8:04,USA,Boise,globalfood.com,INTGFD23DB3C604,Y,
9841,14058,69,Save-a-lot Markets,41,Jack's New England Clam Chowder,Seafood,Internet Banking,9.65,5/22/2022 4:33,USA,Boise,yummybazaar.com,INTGFD23DB3D4313,Y,
